VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
3C3CFFGE8G,King,Shoreline,WA,98133,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,32,145835532,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020200
5YJ3E1EA2P,King,Seattle,WA,98101,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,244490298,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007302
5YJYGAEE5M,King,Seattle,WA,98117,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,154976188,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000
WBY73AW05P,King,Bellevue,WA,98004,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,235067598,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
5YJYGDEE3M,King,Bothell,WA,98011,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,140047484,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
5YJ3E1EA8K,King,Kirkland,WA,98034,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,478428632,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
5YJYGAEEXM,Kitsap,Poulsbo,WA,98370,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,180210600,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090201
2C4RC1L78K,Clark,Vancouver,WA,98683,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,17,253038397,POINT (-122.4853873 45.6083347),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041322
5YJYGDEE5L,King,Kirkland,WA,98033,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,45,124768906,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
1N4AZ0CP1F,Snohomish,Mill Creek,WA,98012,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,44,230680355,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061041609
7SAYGDEF1P,Clark,Vancouver,WA,98664,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,233177052,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208
5YJYGDEE4M,King,Kent,WA,98030,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,181027157,POINT (-122.199755 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029603
JTMABACA3P,King,Seattle,WA,98177,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,256074962,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
1C4RJYB62P,King,Kent,WA,98031,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,33,251772825,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029207
1G1FZ6S0XK,Clark,Vancouver,WA,98682,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,17,255291795,POINT (-122.5146473 45.67862),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040711
7SAXCBE56N,King,Medina,WA,98039,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,219539295,POINT (-122.228025 47.61598),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033024200
1N4AZ0CP5D,Kitsap,Poulsbo,WA,98370,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23,100530055,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090201
1FTVW1EV5P,Clark,Vancouver,WA,98683,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,235687189,POINT (-122.4853873 45.6083347),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310
7SAYGDEEXP,King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,252287290,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001
5YJ3E1EA9J,King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,151623279,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
3FMTK1SS9P,Jefferson,Port Hadlock,WA,98339,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24,252260116,POINT (-122.7759694 48.041403),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950400
JTDKARFP1J,Thurston,Olympia,WA,98501,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,475619672,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400
ZACPDFCWXR,King,Tukwila,WA,98188,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,262312725,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
7SAYGDEE5P,King,Kent,WA,98042,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,244938389,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031707
YV4ED3GB6N,King,Seattle,WA,98109,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,185929061,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006703
5UXTA6C04N,Kitsap,Bainbridge Island,WA,98110,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,23,189964673,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700
1N4BZ1BV4M,Jefferson,Port Townsend,WA,98368,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24,166492343,POINT (-122.7644197 48.1195874),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950603
1N4AZ0CP7D,King,Bellevue,WA,98007,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,41,126987185,POINT (-122.147385 47.599975),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604
WP0AC2Y13L,King,Kirkland,WA,98033,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192,0,48,117744140,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701
3FA6P0PU7G,King,Redmond,WA,98052,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,45,133410959,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
KNDCE3LG8K,Kitsap,Bainbridge Island,WA,98110,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,120536300,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700
7PDSGABA5P,Snohomish,Edmonds,WA,98020,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,249582560,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050403
5YJ3E1EB5M,King,Seattle,WA,98177,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,139923164,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
LPSED3KA6N,King,Seattle,WA,98177,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,187086840,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
KNDC3DLC1P,King,Auburn,WA,98092,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,238163565,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
5YJYGDEF0M,Kitsap,Poulsbo,WA,98370,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,146836546,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090502
WVWPP7AU3G,King,Seattle,WA,98125,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,46,142162618,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700
7PDSGABA3P,King,Sammamish,WA,98074,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,253482050,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317
1N4AZ0CP4F,King,Kirkland,WA,98034,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,1,152266019,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
1G1FX6S00H,King,Seattle,WA,98105,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,43,104780602,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004500
WBY1Z4C5XF,Jefferson,Port Townsend,WA,98368,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,24,294830147,POINT (-122.7644197 48.1195874),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950604
5YJYGDEF1L,King,Redmond,WA,98052,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,45,104179330,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
5YJXCBE22J,King,Seattle,WA,98112,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,43,476241356,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
1G1RC6S53J,Stevens,Colville,WA,99114,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,7,172401820,POINT (-117.90431 48.547075),AVISTA CORP,53065950500
2C4RC1L71N,King,Kent,WA,98031,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,47,228843541,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407
5YJ3E1EB1N,King,Redmond,WA,98052,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,214900836,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
WA12AAGE2M,King,Sammamish,WA,98075,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,0,41,138661428,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224
5YJ3E1EA3P,King,Renton,WA,98055,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,258094049,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308
JTDKAMFP1M,Cowlitz,Kelso,WA,98626,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,19,156757982,POINT (-122.90724 46.14458),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001200
5YJYGDEE3L,Clark,Vancouver,WA,98665,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,49,125999499,POINT (-122.66592 45.678565),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041008
1FADP5CU1D,Cowlitz,Ariel,WA,98603,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,20,181141775,POINT (-122.3597643 45.9897108),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001501
2C4RC1S73P,King,Bellevue,WA,98004,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,41,252885237,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
5YJ3E1EA8J,King,Seattle,WA,98103,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,36,348974741,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
5YJ3E1EA6L,King,Renton,WA,98055,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,11,106184795,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805
5YJ3E1EB6J,King,Bellevue,WA,98007,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,249386504,POINT (-122.147385 47.599975),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401
YV4BR0CL5L,Jefferson,Port Ludlow,WA,98365,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,24,128679883,POINT (-122.6872285 47.9281524),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950302
5YJ3E1EB9M,King,Bellevue,WA,98006,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,179555057,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
5YJ3E1EA5K,Snohomish,Lynnwood,WA,98087,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21,110038288,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061041812
7SAYGAEE6P,King,Bellevue,WA,98008,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,256377166,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
1G1FY6S04K,King,Kent,WA,98031,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,47,256070006,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029307
7SAYGDEE9P,King,Seattle,WA,98125,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,259186266,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
5YJ3E1EA9K,King,Federal Way,WA,98023,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,30,475055640,POINT (-122.36363 47.30675),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030308
JTMAB3FV2R,Snohomish,Lynnwood,WA,98087,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,21,262101591,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061041703
5YJ3E1EA7P,King,Shoreline,WA,98133,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,240497869,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020302
3C3CFFGE8E,King,Bellevue,WA,98005,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,41,349730062,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500
1N4AZ0CP3D,King,Redmond,WA,98052,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,48,255805238,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902
7SAYGDEE4P,King,Seattle,WA,98112,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,249806336,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
1N4BZ0CP8H,King,Burien,WA,98146,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,34,154342961,POINT (-122.355145 47.505655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
5UXTA6C0XM,King,Bellevue,WA,98005,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,48,139632797,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805
WMW13DJ06R,King,Seattle,WA,98115,2024,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,259156642,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
1N4AZ1BV0P,King,Seattle,WA,98105,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,228389248,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004500
5YJ3E1EB7P,King,Newcastle,WA,98056,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,254709290,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703
KNDCC3LG4N,King,Renton,WA,98058,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,185556948,POINT (-122.1298876 47.4451257),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031910
1FADP5CU4F,King,Seattle,WA,98125,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,46,326743665,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001201
WMW13DJ01P,King,Kenmore,WA,98028,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,237955826,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102
KM8K53AG2L,Clark,Vancouver,WA,98685,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,18,257613576,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904
7SAYGDEF4P,Kitsap,Silverdale,WA,98383,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,261968017,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091205
5YJ3E1EA2M,Clark,Vancouver,WA,98683,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,140239816,POINT (-122.4853873 45.6083347),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309
JA4T5VA90P,King,Bothell,WA,98011,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,1,221435728,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001
7SAYGDEE7P,King,Tukwila,WA,98178,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,224006996,POINT (-122.234385 47.494545),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026200
1N4AZ1CP9J,King,Seattle,WA,98112,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,43,147930345,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
5YJXCDE49L,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,23,128826106,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090800
7SAYGDEE2P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,258128083,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032325
KNDC3DLC8P,King,Kent,WA,98031,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,258934014,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029406
7SAYGDEE3N,Kitsap,Bainbridge Island,WA,98110,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,203021542,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090800
WP0BB2Y13M,Kitsap,Seabeck,WA,98380,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,228734047,POINT (-122.847462 47.63836),PUGET SOUND ENERGY INC,53035091301
5YJ3E1EA2K,King,Redmond,WA,98052,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,45,1378653,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
